online_order,book_table,rate,votes,location,rest_type,approx_cost(for two people),listed_in(type)
Yes,No,3.9/5,211,Jayanagar,Casual Dining,500,Delivery
Yes,No,4.0/5,1778,Jayanagar,Quick Bites,200,Delivery
Yes,No,3.6/5,218,Vijay Nagar,Casual Dining,800,Delivery
Yes,No,3.7/5,514,Basavanagudi,Cafe,600,Delivery
Yes,Yes,4.0/5,866,Jayanagar,Casual Dining,900,Delivery
Yes,No,3.2/5,96,Kumaraswamy Layout,Quick Bites,400,Delivery
Yes,No,3.5/5,80,Banashankari,Quick Bites,250,Delivery
Yes,No,4.0/5,73,Basavanagudi,Bakery,300,Delivery
Yes,No,3.9/5,84,Jayanagar,Sweet Shop,400,Delivery
Yes,No,3.5/5,88,Banashankari,Quick Bites,350,Delivery
Yes,No,3.5/5,179,Banashankari,Casual Dining,600,Delivery
Yes,No,3.8/5,61,Basavanagudi,Quick Bites,100,Delivery
Yes,No,3.7/5,128,Uttarahalli,Casual Dining,450,Delivery
Yes,No,3.8/5,339,Jayanagar,Quick Bites,400,Delivery
Yes,No,4.1/5,449,Basavanagudi,Quick Bites,100,Delivery
Yes,No,4.1/5,210,Jayanagar,"Dessert Parlor, Beverage Shop",150,Delivery
Yes,No,3.7/5,57,Basavanagudi,Quick Bites,200,Delivery
Yes,No,3.0/5,213,Banashankari,Quick Bites,400,Delivery
Yes,No,3.2/5,208,Jayanagar,"Beverage Shop, Quick Bites",250,Delivery
Yes,No,3.8/5,70,Banashankari,Quick Bites,100,Delivery
Yes,No,4.0/5,219,Basavanagudi,Cafe,600,Delivery
Yes,No,3.7/5,59,Banashankari,Quick Bites,200,Delivery
Yes,No,3.1/5,10,Banashankari,Quick Bites,500,Delivery
Yes,No,3.0/5,9,Kumaraswamy Layout,Quick Bites,400,Delivery
Yes,No,3.7/5,124,Kumaraswamy Layout,Casual Dining,750,Delivery
Yes,No,3.7/5,19,Kumaraswamy Layout,Quick Bites,100,Delivery
Yes,No,,0,Jayanagar,"Takeaway, Delivery",300,Delivery
Yes,No,3.3/5,4,Basavanagudi,Quick Bites,150,Delivery
Yes,No,3.3/5,4,Kumaraswamy Layout,Dessert Parlor,150,Delivery
Yes,No,3.8/5,21,Basavanagudi,Dessert Parlor,200,Delivery
Yes,No,3.4/5,8,Banashankari,"Quick Bites, Bakery",250,Delivery
Yes,No,3.5/5,10,Kumaraswamy Layout,Quick Bites,400,Delivery
Yes,No,,0,Banashankari,Quick Bites,400,Delivery
Yes,No,3.5/5,10,Kumaraswamy Layout,Quick Bites,400,Delivery
Yes,No,3.2/5,4,Kumaraswamy Layout,Quick Bites,200,Delivery
Yes,No,3.1/5,4,Banashankari,Delivery,350,Delivery
Yes,No,,0,Uttarahalli,Quick Bites,300,Delivery
Yes,No,3.6/5,16,JP Nagar,"Takeaway, Delivery",500,Delivery
Yes,No,,0,Banashankari,Quick Bites,150,Delivery
Yes,No,,0,Kumaraswamy Layout,"Takeaway, Delivery",300,Delivery
Yes,No,3.3/5,4,Kumaraswamy Layout,Beverage Shop,100,Delivery
Yes,No,3.4/5,12,Jayanagar,Quick Bites,300,Delivery
Yes,No,,0,Jayanagar,Bakery,150,Delivery
Yes,No,3.9/5,14,Jayanagar,Casual Dining,600,Delivery
Yes,No,3.7/5,0,Jayanagar,Quick Bites,300,Delivery
Yes,No,2.8/5,5,City Market,"Takeaway, Delivery",199,Delivery
Yes,No,3.3/5,5,Basavanagudi,"Casual Dining, Bar",800,Delivery
Yes,No,3.5/5,15,Banashankari,Quick Bites,250,Delivery
Yes,No,3.4/5,4,Basavanagudi,Casual Dining,500,Delivery
Yes,No,,0,Mysore Road,"Dessert Parlor, Quick Bites",250,Delivery
Yes,No,3.6/5,17,Basavanagudi,Quick Bites,300,Delivery
Yes,No,NEW,0,Banashankari,Quick Bites,200,Delivery
Yes,No,NEW,0,Basavanagudi,Quick Bites,300,Delivery
Yes,No,3.3/5,6,Banashankari,Quick Bites,500,Delivery
Yes,No,3.4/5,10,Banashankari,Quick Bites,100,Delivery
Yes,No,NEW,0,Basavanagudi,Quick Bites,200,Delivery
Yes,Yes,4.1/5,775,Banashankari,Casual Dining,800,Delivery
Yes,Yes,4.2/5,2022,Jayanagar,Casual Dining,1000,Delivery
Yes,No,,0,Basavanagudi,Quick Bites,100,Delivery
Yes,No,NEW,0,Kumaraswamy Layout,Quick Bites,150,Delivery
Yes,Yes,4.2/5,150,Banashankari,Cafe,600,Delivery
Yes,No,4.0/5,232,Basavanagudi,Casual Dining,750,Delivery
Yes,No,3.9/5,38,Basavanagudi,Quick Bites,200,Delivery
Yes,No,NEW,0,Banashankari,Quick Bites,300,Delivery
Yes,Yes,3.5/5,431,Jayanagar,Casual Dining,800,Delivery
Yes,Yes,4.2/5,2115,Banashankari,Casual Dining,800,Delivery
Yes,No,3.4/5,30,Uttarahalli,Quick Bites,200,Delivery
Yes,No,4.2/5,150,Jayanagar,Casual Dining,800,Delivery
Yes,No,3.3/5,12,Kumaraswamy Layout,Quick Bites,200,Delivery
Yes,No,3.8/5,155,Jayanagar,Casual Dining,450,Delivery
Yes,No,3.7/5,33,Basavanagudi,Quick Bites,200,Delivery
Yes,Yes,4.1/5,666,Jayanagar,"Casual Dining, Bar",1000,Delivery
Yes,No,,0,Jayanagar,Quick Bites,200,Delivery
Yes,No,3.9/5,240,Basavanagudi,Cafe,700,Delivery
Yes,No,3.8/5,918,Banashankari,"Cafe, Casual Dining",800,Delivery
Yes,No,4.0/5,465,Jayanagar,Casual Dining,600,Delivery
Yes,Yes,4.1/5,970,Jayanagar,"Microbrewery, Casual Dining",1500,Delivery
Yes,No,3.3/5,128,Banashankari,Quick Bites,300,Delivery
Yes,No,3.6/5,241,Kumaraswamy Layout,Quick Bites,300,Delivery
Yes,No,3.4/5,22,Banashankari,Quick Bites,200,Delivery
Yes,No,4.3/5,734,Banashankari,Quick Bites,200,Delivery
Yes,No,3.8/5,130,Jayanagar,Quick Bites,400,Delivery
Yes,No,4.2/5,261,Jayanagar,Cafe,700,Delivery
Yes,No,4.0/5,191,Kumaraswamy Layout,Quick Bites,300,Delivery
Yes,No,4.1/5,364,Basavanagudi,Casual Dining,550,Delivery
Yes,No,NEW,0,Kumaraswamy Layout,Quick Bites,500,Delivery
Yes,No,3.8/5,133,Banashankari,Quick Bites,300,Delivery
Yes,No,3.9/5,888,Banashankari,Casual Dining,750,Delivery
Yes,No,3.1/5,13,Banashankari,Cafe,400,Delivery
Yes,No,3.9/5,750,Basavanagudi,Casual Dining,500,Delivery
Yes,Yes,4.2/5,164,Banashankari,Cafe,500,Delivery
No,No,NEW,0,Basavanagudi,Quick Bites,200,Delivery
Yes,No,3.2/5,6,Banashankari,Delivery,200,Delivery
Yes,No,3.8/5,527,Basavanagudi,Casual Dining,500,Delivery
No,No,4.3/5,345,Banashankari,Dessert Parlor,400,Desserts
No,No,4.4/5,356,Banashankari,Sweet Shop,150,Desserts
Yes,No,3.7/5,17,Banashankari,Dessert Parlor,400,Desserts
Yes,No,3.9/5,38,Banashankari,Dessert Parlor,150,Desserts
No,No,3.7/5,78,Banashankari,"Bakery, Dessert Parlor",150,Desserts
No,No,3.8/5,60,Banashankari,Dessert Parlor,400,Desserts
Yes,No,4.0/5,115,Banashankari,Sweet Shop,400,Desserts
No,No,3.8/5,39,Banashankari,Bakery,300,Desserts
Yes,No,3.9/5,116,Banashankari,Dessert Parlor,400,Desserts
Yes,No,3.8/5,918,Banashankari,"Cafe, Casual Dining",800,Desserts
No,No,3.7/5,46,Banashankari,"Sweet Shop, Quick Bites",400,Desserts
Yes,No,3.9/5,41,Banashankari,Dessert Parlor,300,Desserts
Yes,No,3.8/5,144,Banashankari,Cafe,700,Desserts
No,No,3.8/5,28,Banashankari,"Beverage Shop, Dessert Parlor",150,Desserts
Yes,No,4.3/5,860,Banashankari,Dessert Parlor,500,Desserts
No,No,3.5/5,14,Banashankari,Sweet Shop,200,Desserts
No,No,4.0/5,66,Banashankari,Bakery,300,Desserts
Yes,No,3.2/5,8,Banashankari,Sweet Shop,100,Desserts
Yes,No,3.7/5,54,Banashankari,"Beverage Shop, Dessert Parlor",400,Desserts
No,No,3.5/5,7,Banashankari,Dessert Parlor,500,Desserts
No,No,3.2/5,9,Banashankari,Dessert Parlor,300,Desserts
No,No,3.6/5,42,Banashankari,"Beverage Shop, Quick Bites",300,Desserts
No,No,3.8/5,64,Banashankari,Quick Bites,250,Desserts
Yes,No,3.6/5,14,Banashankari,Bakery,350,Desserts
No,No,3.8/5,45,Banashankari,"Takeaway, Delivery",400,Desserts
No,No,3.2/5,11,Banashankari,Cafe,600,Desserts
No,No,3.5/5,13,Banashankari,Bakery,300,Desserts
No,No,3.4/5,7,Banashankari,Dessert Parlor,150,Desserts
No,No,3.4/5,8,Banashankari,Bakery,400,Desserts
No,No,,0,Banashankari,Dessert Parlor,150,Desserts
No,No,,0,Banashankari,Bakery,300,Desserts
No,No,2.9/5,25,Banashankari,Dessert Parlor,200,Desserts
No,No,NEW,0,Banashankari,Bakery,300,Desserts
No,No,3.2/5,17,Banashankari,Dessert Parlor,150,Desserts
No,No,,0,Banashankari,Delivery,500,Desserts
No,No,,0,Banashankari,Sweet Shop,300,Desserts
No,No,,0,Banashankari,Confectionery,200,Desserts
Yes,No,NEW,0,Banashankari,Quick Bites,200,Desserts
Yes,No,3.9/5,35,Banashankari,Delivery,500,Desserts
Yes,No,3.9/5,70,Banashankari,Dessert Parlor,400,Desserts
No,No,NEW,0,Banashankari,Dessert Parlor,100,Desserts
No,No,4.0/5,98,Basavanagudi,"Sweet Shop, Quick Bites",400,Desserts
No,No,3.7/5,25,Basavanagudi,Dessert Parlor,250,Desserts
Yes,No,4.0/5,219,Basavanagudi,Cafe,600,Desserts
Yes,No,4.0/5,73,Basavanagudi,Bakery,300,Desserts
No,No,3.6/5,16,Basavanagudi,"Bakery, Quick Bites",150,Desserts
No,No,3.6/5,8,Basavanagudi,Bakery,250,Desserts
Yes,No,3.8/5,15,Basavanagudi,Bakery,400,Desserts
No,No,3.6/5,46,Basavanagudi,"Sweet Shop, Quick Bites",200,Desserts
No,No,,0,Basavanagudi,Bakery,300,Desserts
Yes,No,3.3/5,13,Basavanagudi,"Dessert Parlor, Sweet Shop",300,Desserts
Yes,No,3.3/5,9,Basavanagudi,Dessert Parlor,250,Desserts
Yes,No,4.0/5,43,Basavanagudi,Dessert Parlor,250,Desserts
Yes,No,2.7/5,97,Basavanagudi,Casual Dining,400,Desserts
No,No,,0,JP Nagar,Dessert Parlor,200,Desserts
Yes,No,3.7/5,22,Basavanagudi,Sweet Shop,250,Desserts
No,No,3.5/5,15,Basavanagudi,"Bakery, Quick Bites",400,Desserts
No,No,,0,Jayanagar,Takeaway,350,Desserts
Yes,No,3.6/5,27,Basavanagudi,Dessert Parlor,250,Desserts
Yes,Yes,NEW,0,Banashankari,Casual Dining,500,Dine-out
Yes,No,3.9/5,888,Banashankari,Casual Dining,750,Dine-out
Yes,Yes,4.0/5,349,Banashankari,Casual Dining,1200,Dine-out
Yes,No,4.2/5,287,Banashankari,Quick Bites,350,Dine-out
Yes,Yes,4.6/5,2556,Banashankari,"Casual Dining, Cafe",600,Dine-out
Yes,Yes,4.2/5,354,Banashankari,Casual Dining,800,Dine-out
Yes,Yes,4.1/5,775,Banashankari,Casual Dining,800,Dine-out
Yes,Yes,4.2/5,2115,Banashankari,Casual Dining,800,Dine-out
No,Yes,3.8/5,977,Banashankari,Lounge,1300,Dine-out
No,No,4.1/5,868,Banashankari,Pub,1200,Dine-out
Yes,No,4.0/5,324,Banashankari,Cafe,700,Dine-out
Yes,No,4.1/5,787,Banashankari,Casual Dining,800,Dine-out
Yes,No,4.2/5,504,Banashankari,Cafe,550,Dine-out
Yes,No,4.1/5,402,Banashankari,Cafe,500,Dine-out
Yes,Yes,4.2/5,150,Banashankari,Cafe,600,Dine-out
Yes,Yes,4.2/5,164,Banashankari,Cafe,500,Dine-out
No,No,4.2/5,244,Banashankari,Casual Dining,800,Dine-out
Yes,No,4.0/5,771,Banashankari,Casual Dining,450,Dine-out
Yes,No,4.2/5,1647,Banashankari,Casual Dining,600,Dine-out
No,Yes,4.0/5,808,Banashankari,Casual Dining,850,Dine-out
No,No,4.0/5,424,Banashankari,Cafe,450,Dine-out
Yes,No,3.9/5,135,Banashankari,Casual Dining,800,Dine-out
No,No,NEW,0,Banashankari,"Casual Dining, Bar",1000,Dine-out
No,No,3.9/5,28,Banashankari,Mess,300,Dine-out
Yes,No,3.8/5,918,Banashankari,"Cafe, Casual Dining",800,Dine-out
Yes,No,3.8/5,90,Banashankari,Cafe,650,Dine-out
Yes,No,3.9/5,519,Banashankari,Casual Dining,900,Dine-out
Yes,No,3.6/5,105,Banashankari,Casual Dining,700,Dine-out
No,No,3.7/5,43,Banashankari,"Bar, Casual Dining",700,Dine-out
No,No,3.7/5,46,Banashankari,"Sweet Shop, Quick Bites",400,Dine-out
Yes,No,3.9/5,133,Banashankari,Cafe,800,Dine-out
Yes,No,3.8/5,144,Banashankari,Cafe,700,Dine-out
No,No,3.9/5,93,Banashankari,Cafe,300,Dine-out
Yes,No,3.8/5,42,Banashankari,Quick Bites,300,Dine-out
Yes,No,2.5/5,247,Banashankari,Casual Dining,500,Dine-out
Yes,No,3.1/5,13,Banashankari,Cafe,400,Dine-out
No,No,3.7/5,39,Banashankari,Casual Dining,450,Dine-out
Yes,No,3.0/5,62,Banashankari,Cafe,400,Dine-out
Yes,No,3.8/5,160,Banashankari,Casual Dining,700,Dine-out
No,No,3.5/5,14,Banashankari,Sweet Shop,200,Dine-out
No,No,3.8/5,42,Banashankari,Casual Dining,700,Dine-out
Yes,No,3.1/5,119,Banashankari,Casual Dining,700,Dine-out
Yes,No,3.6/5,129,Banashankari,Casual Dining,600,Dine-out
Yes,Yes,NEW,0,Banashankari,Casual Dining,500,Dine-out
No,No,3.3/5,62,Banashankari,Bar,800,Dine-out
No,No,,0,Banashankari,Mess,200,Dine-out
Yes,No,3.6/5,24,Banashankari,Casual Dining,600,Dine-out
No,No,,0,Banashankari,Casual Dining,500,Dine-out
No,No,2.6/5,283,Banashankari,Casual Dining,600,Dine-out
No,No,3.6/5,42,Banashankari,"Beverage Shop, Quick Bites",300,Dine-out
No,No,3.4/5,10,Banashankari,Quick Bites,300,Dine-out
No,No,3.7/5,39,Banashankari,Casual Dining,950,Dine-out
Yes,No,3.8/5,59,Banashankari,Casual Dining,750,Dine-out
Yes,No,3.5/5,179,Banashankari,Casual Dining,600,Dine-out
No,No,3.8/5,62,Banashankari,Quick Bites,150,Dine-out
No,No,3.4/5,6,Banashankari,Casual Dining,500,Dine-out
No,No,3.1/5,30,Banashankari,Bar,1000,Dine-out
No,No,3.5/5,10,Banashankari,Quick Bites,300,Dine-out
No,No,3.6/5,36,Banashankari,Casual Dining,500,Dine-out
No,No,3.7/5,31,Banashankari,Cafe,300,Dine-out
No,No,,0,Banashankari,Bar,500,Dine-out
No,No,3.2/5,11,Banashankari,Cafe,600,Dine-out
No,No,3.0/5,98,Banashankari,Bar,800,Dine-out
No,No,3.5/5,18,Banashankari,"Beverage Shop, Quick Bites",150,Dine-out
No,No,3.5/5,10,Banashankari,Casual Dining,500,Dine-out
No,No,2.7/5,128,Banashankari,Casual Dining,850,Dine-out
No,No,,0,Banashankari,Quick Bites,400,Dine-out
Yes,No,2.8/5,45,Banashankari,Casual Dining,800,Dine-out
Yes,No,3.2/5,119,Banashankari,Casual Dining,400,Dine-out
Yes,No,3.4/5,12,Banashankari,"Beverage Shop, Quick Bites",150,Dine-out
No,No,,0,Banashankari,Quick Bites,350,Dine-out
No,No,3.3/5,4,Banashankari,Cafe,500,Dine-out
No,No,,0,Banashankari,Cafe,900,Dine-out
No,No,,0,Banashankari,Casual Dining,700,Dine-out
No,No,,0,Banashankari,"Beverage Shop, Quick Bites",150,Dine-out
Yes,No,NEW,0,Banashankari,Casual Dining,500,Dine-out
Yes,No,3.5/5,41,South Bangalore,Food Truck,400,Dine-out
Yes,No,3.7/5,405,Banashankari,Casual Dining,750,Dine-out
Yes,No,3.9/5,388,Banashankari,Casual Dining,650,Dine-out
No,No,4.7/5,651,Banashankari,Quick Bites,100,Dine-out
Yes,No,NEW,0,Banashankari,Quick Bites,300,Dine-out
Yes,No,4.3/5,734,Banashankari,Quick Bites,200,Dine-out
No,No,3.7/5,21,Banashankari,Quick Bites,450,Dine-out
No,No,4.0/5,1047,Banashankari,Quick Bites,450,Dine-out
Yes,No,3.8/5,505,Banashankari,Quick Bites,450,Dine-out
No,No,3.6/5,55,Banashankari,Quick Bites,200,Dine-out
Yes,No,3.9/5,264,Banashankari,Quick Bites,200,Dine-out
Yes,No,3.8/5,133,Banashankari,Quick Bites,300,Dine-out
No,No,NEW,0,Banashankari,Quick Bites,100,Dine-out
Yes,No,3.9/5,286,Banashankari,Quick Bites,500,Dine-out
No,No,4.4/5,343,Banashankari,Quick Bites,100,Dine-out
Yes,No,3.6/5,66,Banashankari,Quick Bites,150,Dine-out
Yes,No,3.4/5,10,Banashankari,Quick Bites,100,Dine-out
Yes,No,3.8/5,61,Banashankari,Quick Bites,300,Dine-out
No,No,3.8/5,70,Banashankari,Quick Bites,500,Dine-out
Yes,No,3.6/5,28,Banashankari,Quick Bites,300,Dine-out
Yes,No,3.8/5,70,Banashankari,Quick Bites,100,Dine-out
Yes,No,3.8/5,28,Banashankari,Quick Bites,150,Dine-out
Yes,No,3.5/5,15,Banashankari,Quick Bites,250,Dine-out
Yes,No,3.8/5,131,Banashankari,Quick Bites,250,Dine-out
No,No,3.8/5,19,Banashankari,Quick Bites,150,Dine-out
Yes,No,3.7/5,237,Banashankari,Quick Bites,200,Dine-out
Yes,No,3.3/5,6,Banashankari,Quick Bites,500,Dine-out
Yes,No,4.1/5,201,Banashankari,Quick Bites,300,Dine-out
Yes,No,2.8/5,506,Banashankari,Quick Bites,500,Dine-out
No,No,4.1/5,520,Banashankari,Quick Bites,300,Dine-out
No,No,NEW,0,Banashankari,Quick Bites,150,Dine-out
Yes,No,3.8/5,104,Banashankari,Quick Bites,300,Dine-out
No,No,3.7/5,88,Banashankari,Quick Bites,300,Dine-out
Yes,No,3.6/5,95,Banashankari,Quick Bites,150,Dine-out
Yes,No,3.7/5,136,Banashankari,Quick Bites,600,Dine-out
Yes,No,3.8/5,101,Banashankari,Quick Bites,400,Dine-out
Yes,No,4.2/5,60,Banashankari,Quick Bites,200,Dine-out
No,No,3.9/5,88,Banashankari,Quick Bites,250,Dine-out
No,No,3.5/5,8,Banashankari,Quick Bites,200,Dine-out
No,No,3.4/5,145,Banashankari,Quick Bites,300,Dine-out
Yes,No,3.6/5,46,Banashankari,Quick Bites,500,Dine-out
Yes,No,3.4/5,22,Banashankari,Quick Bites,200,Dine-out
Yes,No,3.9/5,57,Banashankari,Quick Bites,200,Dine-out
No,No,3.8/5,189,Banashankari,Quick Bites,300,Dine-out
No,No,3.7/5,22,Banashankari,Quick Bites,500,Dine-out
Yes,No,3.6/5,18,Banashankari,Quick Bites,250,Dine-out
Yes,No,3.7/5,73,Banashankari,Quick Bites,400,Dine-out
No,No,3.8/5,39,Banashankari,Quick Bites,350,Dine-out
Yes,No,3.9/5,540,Banashankari,Quick Bites,800,Dine-out
No,No,3.6/5,71,Banashankari,Quick Bites,250,Dine-out
Yes,No,3.6/5,24,Banashankari,Quick Bites,250,Dine-out
No,No,,0,Banashankari,Quick Bites,100,Dine-out
No,No,3.5/5,11,Banashankari,Quick Bites,300,Dine-out
No,No,3.4/5,9,Banashankari,Quick Bites,350,Dine-out
No,No,3.5/5,12,Banashankari,Quick Bites,500,Dine-out
Yes,No,3.8/5,120,Banashankari,Quick Bites,250,Dine-out
Yes,No,3.0/5,82,Banashankari,Quick Bites,300,Dine-out
Yes,No,3.5/5,88,Banashankari,Quick Bites,350,Dine-out
Yes,No,,0,Banashankari,Quick Bites,400,Dine-out
Yes,No,4.0/5,17,Banashankari,Quick Bites,150,Dine-out
No,No,NEW,0,Banashankari,Quick Bites,400,Dine-out
Yes,No,3.0/5,87,Banashankari,Quick Bites,600,Dine-out
Yes,No,3.4/5,14,Banashankari,Quick Bites,300,Dine-out
No,No,3.5/5,31,Banashankari,Quick Bites,200,Dine-out
No,No,3.5/5,17,Banashankari,Quick Bites,300,Dine-out
Yes,No,4.2/5,415,Banashankari,Quick Bites,500,Dine-out
Yes,No,3.3/5,128,Banashankari,Quick Bites,300,Dine-out
No,No,4.1/5,94,Banashankari,Quick Bites,100,Dine-out
No,No,3.8/5,64,Banashankari,Quick Bites,250,Dine-out
No,No,3.7/5,65,Banashankari,Quick Bites,300,Dine-out
Yes,No,3.4/5,7,Banashankari,Quick Bites,250,Dine-out
No,No,3.3/5,5,Banashankari,Quick Bites,350,Dine-out
No,No,3.5/5,52,Banashankari,Quick Bites,300,Dine-out
Yes,No,2.7/5,123,Banashankari,Quick Bites,200,Dine-out
Yes,No,3.0/5,290,Banashankari,Quick Bites,450,Dine-out
Yes,No,3.7/5,59,Banashankari,Quick Bites,200,Dine-out
No,No,3.7/5,130,Banashankari,Quick Bites,200,Dine-out
Yes,No,2.8/5,91,Banashankari,Quick Bites,400,Dine-out
Yes,No,3.3/5,12,Banashankari,Quick Bites,300,Dine-out
Yes,No,3.5/5,80,Banashankari,Quick Bites,250,Dine-out
Yes,No,3.9/5,441,Banashankari,Quick Bites,400,Dine-out
No,No,3.4/5,10,Banashankari,Quick Bites,250,Dine-out
No,No,3.5/5,12,Banashankari,Quick Bites,100,Dine-out
No,No,3.4/5,7,Banashankari,Quick Bites,100,Dine-out
No,No,3.4/5,8,Banashankari,Quick Bites,300,Dine-out
No,No,,0,Banashankari,Quick Bites,200,Dine-out
No,No,3.2/5,9,Banashankari,Quick Bites,300,Dine-out
No,No,3.6/5,47,Banashankari,Quick Bites,150,Dine-out
No,No,3.1/5,29,Banashankari,Quick Bites,150,Dine-out
No,No,,0,Banashankari,Quick Bites,250,Dine-out
No,No,,0,Banashankari,Quick Bites,200,Dine-out
No,No,,0,Banashankari,Quick Bites,100,Dine-out
No,No,,0,Banashankari,Quick Bites,150,Dine-out
No,No,,0,Banashankari,Quick Bites,250,Dine-out
No,No,,0,Banashankari,Quick Bites,400,Dine-out
Yes,No,3.8/5,66,Banashankari,Quick Bites,300,Dine-out
Yes,No,3.1/5,28,Banashankari,Quick Bites,200,Dine-out
No,No,3.2/5,4,Banashankari,Quick Bites,200,Dine-out
No,No,3.3/5,7,Banashankari,Quick Bites,200,Dine-out
No,No,3.2/5,5,Banashankari,Quick Bites,250,Dine-out
No,No,3.1/5,6,Banashankari,Quick Bites,100,Dine-out
No,No,3.3/5,17,Banashankari,Quick Bites,200,Dine-out
No,No,3.0/5,27,Banashankari,Quick Bites,200,Dine-out
No,No,3.1/5,9,Banashankari,Quick Bites,200,Dine-out
No,No,3.3/5,4,Banashankari,Quick Bites,200,Dine-out
No,No,,0,Banashankari,Quick Bites,400,Dine-out
No,No,,0,Banashankari,Quick Bites,150,Dine-out
No,No,NEW,0,Banashankari,Quick Bites,80,Dine-out
No,No,NEW,0,Banashankari,Quick Bites,150,Dine-out
No,No,NEW,0,Banashankari,Quick Bites,100,Dine-out
No,No,3.7/5,21,Banashankari,Quick Bites,150,Dine-out
No,No,3.6/5,22,Banashankari,Quick Bites,300,Dine-out
No,No,3.0/5,15,Banashankari,Quick Bites,300,Dine-out
No,No,,0,Banashankari,Quick Bites,150,Dine-out
No,No,,0,Banashankari,Quick Bites,250,Dine-out
No,No,,0,Banashankari,Quick Bites,150,Dine-out
No,No,,0,Banashankari,Quick Bites,250,Dine-out
No,No,,0,Banashankari,Quick Bites,150,Dine-out
No,No,,0,Banashankari,Quick Bites,150,Dine-out
No,No,,0,Banashankari,"Quick Bites, Beverage Shop",350,Dine-out
No,No,,0,Banashankari,Quick Bites,250,Dine-out
No,No,,0,Banashankari,Quick Bites,300,Dine-out
No,No,,0,Banashankari,Quick Bites,450,Dine-out
No,No,,0,Banashankari,Quick Bites,150,Dine-out
No,No,NEW,0,Banashankari,Quick Bites,150,Dine-out
No,No,NEW,0,Banashankari,Quick Bites,300,Dine-out
No,No,NEW,0,Banashankari,Quick Bites,150,Dine-out
Yes,No,,0,Banashankari,Quick Bites,200,Dine-out
Yes,No,3.4/5,19,Banashankari,Quick Bites,200,Dine-out
Yes,No,3.4/5,8,Banashankari,"Quick Bites, Bakery",250,Dine-out
Yes,No,,0,Banashankari,Quick Bites,150,Dine-out
Yes,No,3.6/5,84,Banashankari,Quick Bites,250,Dine-out
No,No,4.0/5,42,Banashankari,Quick Bites,300,Dine-out
No,No,NEW,0,Banashankari,Quick Bites,100,Dine-out
Yes,No,3.0/5,213,Banashankari,Quick Bites,400,Dine-out
Yes,No,2.9/5,11,Banashankari,Quick Bites,500,Dine-out
Yes,No,3.8/5,58,Banashankari,Quick Bites,300,Dine-out
No,No,4.2/5,725,Jayanagar,Quick Bites,350,Dine-out
Yes,No,3.9/5,750,Basavanagudi,Casual Dining,500,Dine-out
No,No,3.8/5,166,Basavanagudi,Casual Dining,600,Dine-out
No,No,4.4/5,4460,Basavanagudi,Quick Bites,150,Dine-out
No,No,3.9/5,153,Basavanagudi,Casual Dining,350,Dine-out
Yes,No,3.8/5,469,Basavanagudi,Casual Dining,750,Dine-out
Yes,No,4.1/5,364,Basavanagudi,Casual Dining,550,Dine-out
Yes,No,3.8/5,286,Basavanagudi,Casual Dining,600,Dine-out
Yes,No,3.8/5,527,Basavanagudi,Casual Dining,500,Dine-out
Yes,No,3.9/5,101,Basavanagudi,Quick Bites,150,Dine-out
Yes,No,4.1/5,558,Basavanagudi,Quick Bites,150,Dine-out
No,No,3.8/5,94,Mysore Road,Casual Dining,550,Dine-out
No,No,3.8/5,148,Basavanagudi,"Casual Dining, Cafe",550,Dine-out
No,No,2.7/5,377,Basavanagudi,Pub,1100,Dine-out
No,No,3.9/5,206,Basavanagudi,Quick Bites,450,Dine-out
Yes,No,3.3/5,5,Basavanagudi,"Casual Dining, Bar",800,Dine-out
No,No,3.9/5,100,Basavanagudi,Quick Bites,300,Dine-out
Yes,No,4.2/5,444,Basavanagudi,Quick Bites,100,Dine-out
No,No,3.9/5,133,Basavanagudi,Casual Dining,650,Dine-out
Yes,No,4.0/5,219,Basavanagudi,Cafe,600,Dine-out
No,No,4.2/5,253,Basavanagudi,Quick Bites,250,Dine-out
No,No,3.4/5,51,Basavanagudi,Quick Bites,350,Dine-out
No,No,3.7/5,61,Basavanagudi,Casual Dining,600,Dine-out
Yes,No,3.8/5,155,Mysore Road,Casual Dining,400,Dine-out
Yes,No,3.9/5,233,Jayanagar,Casual Dining,800,Dine-out
Yes,No,3.7/5,264,Mysore Road,Casual Dining,750,Dine-out
No,No,3.9/5,66,Basavanagudi,Casual Dining,400,Dine-out
No,No,4.1/5,238,Basavanagudi,Quick Bites,600,Dine-out
Yes,No,3.8/5,58,Basavanagudi,Quick Bites,150,Dine-out
Yes,No,3.9/5,47,Basavanagudi,Quick Bites,200,Dine-out
Yes,No,3.5/5,155,Basavanagudi,Quick Bites,400,Dine-out
Yes,No,4.1/5,176,Basavanagudi,Casual Dining,800,Dine-out
Yes,No,3.7/5,93,Basavanagudi,Quick Bites,200,Dine-out
No,No,3.8/5,124,Basavanagudi,Quick Bites,300,Dine-out
Yes,No,4.3/5,275,Basavanagudi,Quick Bites,100,Dine-out
No,No,4.2/5,254,Basavanagudi,Quick Bites,150,Dine-out
No,No,4.1/5,177,Basavanagudi,Quick Bites,100,Dine-out
Yes,No,3.7/5,23,Jayanagar,Quick Bites,300,Dine-out
Yes,No,4.0/5,132,Basavanagudi,Quick Bites,200,Dine-out
Yes,No,3.6/5,35,Jayanagar,Quick Bites,300,Dine-out
